Row Labels,Count of Category
"['Chinese', 'Seafood', 'Beer Bar']",1
"['Chinese', 'Seafood', 'Chicken Wings']",1
"['Chinese', 'Seafood', 'Halal']",2
"['Chinese', 'Seafood', 'Mongolian']",1
"['Chinese', 'Seafood', 'Noodles']",8
"['Chinese', 'Seafood', 'Soup']",15
"['Chinese', 'Seafood']",24
"['Chinese', 'Soup', 'Barbeque']",1
"['Chinese', 'Soup', 'Chicken Wings']",1
"['Chinese', 'Soup', 'Noodles']",1
"['Chinese', 'Soup', 'Vietnamese']",1
"['Chinese', 'Soup']",2
"['Chinese', 'Sushi Bars', 'Buffets']",1
"['Chinese', 'Sushi Bars', 'Japanese']",1
"['Chinese', 'Sushi Bars', 'Noodles']",1
"['Chinese', 'Sushi Bars', 'Seafood']",1
"['Chinese', 'Sushi Bars']",3
"['Chinese', 'Taiwanese', 'Asian Fusion']",1
"['Chinese', 'Taiwanese', 'Noodles']",1
"['Chinese', 'Taiwanese']",10
"['Chinese', 'Tapas/Small Plates', 'Noodles']",1
"['Chinese', 'Thai']",1
"['Chinese', 'Vegetarian', 'Seafood']",2
"['Chinese', 'Vegetarian']",5
"['Chinese', 'Venues & Event Spaces']",1
"['Chinese', 'Vietnamese', 'American (Traditional)']",1
"['Chinese', 'Vietnamese', 'Cafes']",1
"['Chinese', 'Vietnamese', 'Noodles']",8
"['Chinese', 'Vietnamese', 'Sandwiches']",1
"['Chinese', 'Vietnamese']",5
"['Chinese', 'Wine Bars', 'Asian Fusion']",1
"['Chinese', 'Wine Bars', 'Cocktail Bars']",1
"['Chinese', 'Wine Bars', 'Wraps']",1
"['Chinese', 'Wine Bars']",1
['Chinese'],618
"['Chocolatiers & Shops', 'Farmers Market', 'Food Stands']",1
"['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']",2
"['Cocktail Bars', 'American (New)', 'Coffee & Tea']",1
"['Cocktail Bars', 'American (New)', 'Comfort Food']",1
"['Cocktail Bars', 'American (New)', 'Diners']",1
"['Cocktail Bars', 'American (New)', 'Italian']",1
"['Cocktail Bars', 'American (New)', 'Seafood']",1
"['Cocktail Bars', 'American (New)']",12
"['Cocktail Bars', 'American (Traditional)', 'Italian']",1
"['Cocktail Bars', 'American (Traditional)']",7
"['Cocktail Bars', 'Arcades', 'Gastropubs']",1
"['Cocktail Bars', 'Asian Fusion', 'Pizza']",1
"['Cocktail Bars', 'Breakfast & Brunch', 'American (Traditional)']",1
"['Cocktail Bars', 'Breakfast & Brunch', 'Pizza']",2
"['Cocktail Bars', 'Cafes']",1
"['Cocktail Bars', 'Comfort Food', 'Breakfast & Brunch']",1
"['Cocktail Bars', 'Comfort Food']",1
"['Cocktail Bars', 'Gastropubs', 'Burgers']",1
"['Cocktail Bars', 'Gastropubs']",1
"['Cocktail Bars', 'Indian']",1
"['Cocktail Bars', 'Italian', 'Pizza']",1
"['Cocktail Bars', 'Korean']",1
"['Cocktail Bars', 'Mexican', 'Breakfast & Brunch']",1
"['Cocktail Bars', 'Mexican']",3
"['Cocktail Bars', 'Soul Food', 'American (Traditional)']",1
"['Cocktail Bars', 'Steakhouses']",1
"['Cocktail Bars', 'Sushi Bars']",1
"['Cocktail Bars', 'Tacos', 'American (Traditional)']",1
"['Cocktail Bars', 'Tacos']",2
"['Cocktail Bars', 'Tapas Bars']",1
"['Cocktail Bars', 'Tapas/Small Plates', 'Ramen']",1
"['Cocktail Bars', 'Tapas/Small Plates']",1
"['Cocktail Bars', 'Wine Bars', 'American (New)']",1
"['Cocktail Bars', 'Wine Bars', 'Seafood']",1
"['Coffee & Tea', 'American (New)', 'Bagels']",1
"['Coffee & Tea', 'American (New)', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'American (New)']",6
"['Coffee & Tea', 'American (Traditional)', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'American (Traditional)', 'Wine Bars']",2
"['Coffee & Tea', 'American (Traditional)']",2
"['Coffee & Tea', 'Art Galleries', 'Cafes']",1
"['Coffee & Tea', 'Asian Fusion', 'Bubble Tea']",2
"['Coffee & Tea', 'Bagels', 'Delis']",1
"['Coffee & Tea', 'Bagels', 'Sandwiches']",12
"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']",5
"['Coffee & Tea', 'Bakeries', 'Cafes']",2
"['Coffee & Tea', 'Bakeries', 'Gluten-Free']",1
"['Coffee & Tea', 'Bakeries', 'Sandwiches']",4
"['Coffee & Tea', 'Bars', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Beer, Wine & Spirits', 'Delis']",1
"['Coffee & Tea', 'Beer, Wine & Spirits', 'Japanese Curry']",1
"['Coffee & Tea', 'Beer, Wine & Spirits', 'Sandwiches']",2
"['Coffee & Tea', 'Brazilian', 'Gluten-Free']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'American (New)']",5
"['Coffee & Tea', 'Breakfast & Brunch', 'American (Traditional)']",9
"['Coffee & Tea', 'Breakfast & Brunch', 'Asian Fusion']",2
"['Coffee & Tea', 'Breakfast & Brunch', 'Bagels']",6
"['Coffee & Tea', 'Breakfast & Brunch', 'Bakeries']",2
"['Coffee & Tea', 'Breakfast & Brunch', 'Burgers']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']",5
"['Coffee & Tea', 'Breakfast & Brunch', 'Comfort Food']",2
"['Coffee & Tea', 'Breakfast & Brunch', 'Creperies']",2
"['Coffee & Tea', 'Breakfast & Brunch', 'Donuts']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Fish & Chips']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Gluten-Free']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Hawaiian']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Ice Cream & Frozen Yogurt']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Internet Cafes']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Italian']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Juice Bars & Smoothies']",4
"['Coffee & Tea', 'Breakfast & Brunch', 'Latin American']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Mediterranean']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Mexican']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Middle Eastern']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Salad']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",20
"['Coffee & Tea', 'Breakfast & Brunch', 'Tex-Mex']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Vegan']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Vegetarian']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Venezuelan']",1
"['Coffee & Tea', 'Breakfast & Brunch', 'Wine Bars']",2
"['Coffee & Tea', 'Breakfast & Brunch', 'Wraps']",1
"['Coffee & Tea', 'Breakfast & Brunch']",36
"['Coffee & Tea', 'Bubble Tea', 'Burgers']",1
"['Coffee & Tea', 'Bubble Tea', 'Cafes']",2
"['Coffee & Tea', 'Bubble Tea', 'Creperies']",1
"['Coffee & Tea', 'Bubble Tea', 'Food Stands']",1
"['Coffee & Tea', 'Bubble Tea', 'Taiwanese']",2
"['Coffee & Tea', 'Bubble Tea', 'Vegetarian']",1
"['Coffee & Tea', 'Burgers', 'Asian Fusion']",1
"['Coffee & Tea', 'Burgers', 'Desserts']",1
"['Coffee & Tea', 'Burgers', 'Pizza']",1
"['Coffee & Tea', 'Burgers', 'Sandwiches']",2
"['Coffee & Tea', 'Cafes', 'Barbeque']",1
"['Coffee & Tea', 'Cafes', 'Breakfast & Brunch']",10
"['Coffee & Tea', 'Cafes', 'Cocktail Bars']",1
"['Coffee & Tea', 'Cafes', 'Coffee Roasteries']",5
"['Coffee & Tea', 'Cafes', 'Desserts']",2
"['Coffee & Tea', 'Cafes', 'Internet Cafes', 'Bakeries']",1
"['Coffee & Tea', 'Cafes', 'Internet Cafes']",2
"['Coffee & Tea', 'Cafes', 'Juice Bars & Smoothies']",1
"['Coffee & Tea', 'Cafes', 'Music Venues']",1
"['Coffee & Tea', 'Cafes', 'Sandwiches']",7
"['Coffee & Tea', 'Cafes']",31
"['Coffee & Tea', 'Cafeteria', 'Fast Food']",1
"['Coffee & Tea', 'Chicken Wings', 'Juice Bars & Smoothies']",1
"['Coffee & Tea', 'Chicken Wings', 'Waffles']",1
"['Coffee & Tea', 'Chinese', 'Bubble Tea']",1
"['Coffee & Tea', 'Chinese', 'Delis']",1
"['Coffee & Tea', 'Chinese', 'Tea Rooms']",1
"['Coffee & Tea', 'Chinese']",2
"['Coffee & Tea', 'Coffee Roasteries', 'Breakfast & Brunch']",3
"['Coffee & Tea', 'Coffee Roasteries', 'Cafes']",3
"['Coffee & Tea', 'Coffee Roasteries', 'Food Stands']",1
"['Coffee & Tea', 'Comfort Food']",1
"['Coffee & Tea', 'Creperies', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Creperies']",1
"['Coffee & Tea', 'Delis', 'Cafes']",1
"['Coffee & Tea', 'Delis', 'Grocery']",1
"['Coffee & Tea', 'Delis', 'Sandwiches']",1
"['Coffee & Tea', 'Delis']",3
"['Coffee & Tea', 'Desserts', 'Breakfast & Brunch']",2
"['Coffee & Tea', 'Desserts', 'Japanese']",1
"['Coffee & Tea', 'Desserts', 'Sandwiches']",2
"['Coffee & Tea', 'Dim Sum']",1
"['Coffee & Tea', 'Donuts', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Donuts', 'Delis']",1
"['Coffee & Tea', 'Donuts', 'Sandwiches']",3
"['Coffee & Tea', 'Empanadas', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Ethiopian', 'Eritrean']",1
"['Coffee & Tea', 'Ethiopian']",1
"['Coffee & Tea', 'Filipino', 'Sandwiches']",1
"['Coffee & Tea', 'Food Stands', 'Cafes']",1
"['Coffee & Tea', 'Food Stands', 'Delis']",1
"['Coffee & Tea', 'Food Stands', 'Waffles']",1
"['Coffee & Tea', 'Food Stands']",5
"['Coffee & Tea', 'Gelato', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Hot Dogs', 'Sandwiches']",2
"['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Cafes']",1
"['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Sandwiches']",2
"['Coffee & Tea', 'Italian', 'Bakeries']",1
"['Coffee & Tea', 'Italian', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Italian', 'Cafes']",2
"['Coffee & Tea', 'Italian', 'Wine Bars']",1
"['Coffee & Tea', 'Juice Bars & Smoothies', 'Breakfast & Brunch']",5
"['Coffee & Tea', 'Juice Bars & Smoothies', 'Salad']",1
"['Coffee & Tea', 'Juice Bars & Smoothies', 'Sandwiches']",8
"['Coffee & Tea', 'Korean', 'Juice Bars & Smoothies']",1
"['Coffee & Tea', 'Latin American', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Mediterranean', 'American (Traditional)']",2
"['Coffee & Tea', 'Mediterranean', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Mexican', 'Latin American']",1
"['Coffee & Tea', 'Modern European', 'Beer Gardens']",1
"['Coffee & Tea', 'Pizza']",1
"['Coffee & Tea', 'Restaurants']",2
"['Coffee & Tea', 'Salad', 'American (Traditional)']",1
"['Coffee & Tea', 'Salad', 'Bagels']",1
"['Coffee & Tea', 'Salad', 'Delis']",1
"['Coffee & Tea', 'Salad', 'Sandwiches']",6
"['Coffee & Tea', 'Sandwiches', 'American (New)']",1
"['Coffee & Tea', 'Sandwiches', 'American (Traditional)']",1
"['Coffee & Tea', 'Sandwiches', 'Asian Fusion']",1
"['Coffee & Tea', 'Sandwiches', 'Bagels']",5
"['Coffee & Tea', 'Sandwiches', 'Bakeries']",2
"['Coffee & Tea', 'Sandwiches', 'Beer, Wine & Spirits']",1
"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']",17
"['Coffee & Tea', 'Sandwiches', 'Bubble Tea']",2
"['Coffee & Tea', 'Sandwiches', 'Cafes']",1
"['Coffee & Tea', 'Sandwiches', 'Cafeteria']",1
"['Coffee & Tea', 'Sandwiches', 'Coffee Roasteries']",1
"['Coffee & Tea', 'Sandwiches', 'Community Service/Non-Profit']",1
"['Coffee & Tea', 'Sandwiches', 'Desserts']",3
"['Coffee & Tea', 'Sandwiches', 'French']",1
"['Coffee & Tea', 'Sandwiches', 'Hot Dogs']",1
"['Coffee & Tea', 'Sandwiches', 'Ice Cream & Frozen Yogurt']",2
"['Coffee & Tea', 'Sandwiches', 'Internet Cafes']",1
"['Coffee & Tea', 'Sandwiches', 'Juice Bars & Smoothies']",7
"['Coffee & Tea', 'Sandwiches', 'Salad']",3
"['Coffee & Tea', 'Sandwiches', 'Tapas Bars']",1
"['Coffee & Tea', 'Sandwiches', 'Tea Rooms']",1
"['Coffee & Tea', 'Sandwiches', 'Vietnamese']",5
"['Coffee & Tea', 'Sandwiches', 'Wine Bars']",1
"['Coffee & Tea', 'Sandwiches', 'Wraps']",1
"['Coffee & Tea', 'Sandwiches']",31
"['Coffee & Tea', 'Soup']",1
"['Coffee & Tea', 'Specialty Food', 'Cafes']",1
"['Coffee & Tea', 'Specialty Food', 'Sandwiches']",1
"['Coffee & Tea', 'Specialty Food', 'Singaporean']",1
"['Coffee & Tea', 'Taiwanese', 'Asian Fusion']",1
"['Coffee & Tea', 'Taiwanese', 'Bubble Tea']",1
"['Coffee & Tea', 'Taiwanese', 'Desserts']",1
"['Coffee & Tea', 'Tapas/Small Plates', 'Wine Bars']",1
"['Coffee & Tea', 'Tea Rooms', 'Sandwiches']",1
"['Coffee & Tea', 'Vegetarian', 'Juice Bars & Smoothies']",1
"['Coffee & Tea', 'Vietnamese', 'Hookah Bars']",1
"['Coffee & Tea', 'Vietnamese', 'Sandwiches']",3
"['Coffee & Tea', 'Vietnamese']",1
"['Coffee & Tea', 'Waffles', 'Ice Cream & Frozen Yogurt']",1
"['Coffee & Tea', 'Waffles', 'Wine Bars']",1
"['Coffee & Tea', 'Waffles']",1
"['Coffee & Tea', 'Wine Bars', 'American (New)']",1
"['Coffee & Tea', 'Wine Bars', 'Breakfast & Brunch']",1
"['Coffee & Tea', 'Wine Bars', 'Cafes']",1
['Coffee & Tea'],1
"['Coffee Roasteries', 'Barbeque']",1
"['Coffee Roasteries', 'Breakfast & Brunch']",2
"['Coffee Roasteries', 'Cafes']",1
"['Coffee Roasteries', 'Coffee & Tea', 'Breakfast & Brunch']",1
"['Coffee Roasteries', 'Salad', 'Sandwiches']",1
"['Coffee Roasteries', 'Sandwiches']",1
"['Colombian', 'Mexican', 'Juice Bars & Smoothies']",1
"['Comedy Clubs', 'Performing Arts', 'Dinner Theater']",1
"['Comfort Food', 'American (New)', 'Cocktail Bars']",1
"['Comfort Food', 'American (New)']",1
"['Comfort Food', 'Asian Fusion', 'Ice Cream & Frozen Yogurt']",1
"['Comfort Food', 'Bars', 'Breakfast & Brunch']",1
"['Comfort Food', 'Bars', 'Venues & Event Spaces']",1
"['Comfort Food', 'Bars']",1
"['Comfort Food', 'Beer, Wine & Spirits', 'Cinema']",1
"['Comfort Food', 'Burgers']",1
"['Comfort Food', 'Cocktail Bars', 'Lounges']",1
"['Comfort Food', 'Fast Food', 'Poutineries']",1
"['Comfort Food', 'Gluten-Free']",1
"['Comfort Food', 'Hawaiian', 'Polynesian']",1
"['Comfort Food', 'Pizza', 'Cocktail Bars']",1
"['Comfort Food', 'Soup', 'Chinese']",1
"['Comfort Food', 'Specialty Food', 'Pop-up Shops']",1
"['Comfort Food', 'Sports Bars', 'Tapas/Small Plates']",1
"['Comfort Food', 'Sports Bars']",1
['Comfort Food'],2
"['Comic Books', 'Coffee & Tea', 'Vegan']",1
"['Community Service/Non-Profit', 'Puerto Rican', 'Social Clubs']",1
['Contractors'],1
"['Convenience Stores', 'Bagels', 'Sandwiches']",1
"['Convenience Stores', 'Beer, Wine & Spirits', 'Delis']",1
"['Convenience Stores', 'Burgers', 'Coffee & Tea']",1
"['Convenience Stores', 'Coffee & Tea', 'Delis']",1
"['Convenience Stores', 'Delis']",1
"['Convenience Stores', 'Fast Food', 'Ice Cream & Frozen Yogurt']",1
"['Convenience Stores', 'Grocery', 'Delis']",1
"['Convenience Stores', 'Halal', 'Hot Dogs']",1
"['Convenience Stores', 'Sandwiches']",1
['Conveyor Belt Sushi'],4
"['Cooking Classes', 'Gluten-Free', 'Vegan']",1
"['Cooking Schools', 'American (New)']",1
['Counseling & Mental Health'],1
"['Couriers & Delivery Services', 'Filipino']",1
"['Creperies', 'American (New)', 'Breakfast & Brunch']",2
"['Creperies', 'Bagels', 'Breakfast & Brunch']",1
"['Creperies', 'Bars']",1
"['Creperies', 'Breakfast & Brunch', 'Burgers']",1
"['Creperies', 'Breakfast & Brunch', 'Cafes']",4
"['Creperies', 'Breakfast & Brunch', 'Moroccan']",1
"['Creperies', 'Breakfast & Brunch', 'Sandwiches']",2
"['Creperies', 'Breakfast & Brunch', 'Thai']",1
"['Creperies', 'Breakfast & Brunch']",1
"['Creperies', 'Bubble Tea', 'Juice Bars & Smoothies']",1
"['Creperies', 'Cafes', 'Sandwiches']",1
"['Creperies', 'Coffee & Tea', 'Breakfast & Brunch']",3
"['Creperies', 'Coffee & Tea', 'Bubble Tea']",1
"['Creperies', 'Coffee & Tea', 'Shaved Ice']",2
"['Creperies', 'Desserts', 'Japanese']",1
"['Creperies', 'Food Stands']",1
"['Creperies', 'French']",1
"['Creperies', 'Gelato', 'Waffles']",1
"['Creperies', 'Gluten-Free', 'Vegan']",1
"['Creperies', 'Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt']",1
"['Creperies', 'Pizza', 'Sandwiches']",1
"['Creperies', 'Sandwiches', 'Breakfast & Brunch']",1
"['Creperies', 'Thai', 'Desserts']",1
['Creperies'],8
"['Cuban', 'Bars']",1
"['Cuban', 'Breakfast & Brunch', 'Sandwiches']",1
"['Cuban', 'Puerto Rican']",1
"['Cuban', 'Sandwiches']",1
['Cuban'],4
"['Cupcakes', 'Bakeries', 'Filipino']",1
"['Cupcakes', 'Gluten-Free']",1
"['Czech', 'Cafes']",1
"['Czech', 'German', 'Hungarian']",1
['Czech'],1
"['Dance Clubs', 'Bars', 'American (New)']",1
"['Dance Clubs', 'Lounges', 'Filipino']",1
"['Dance Clubs', 'Mexican']",2
"['Dance Clubs', 'Sports Bars', 'Pizza']",1
"['Delis', 'American (New)', 'Breakfast & Brunch']",1
"['Delis', 'American (New)', 'Cafes']",1
"['Delis', 'American (Traditional)']",1
"['Delis', 'Bagels', 'Breakfast & Brunch']",1
"['Delis', 'Bagels', 'Sandwiches']",1
"['Delis', 'Bagels']",1
"['Delis', 'Bakeries', 'Afghan']",1
"['Delis', 'Barbeque']",1
"['Delis', 'Bars', 'Sandwiches']",1
"['Delis', 'Beer Bar', 'Sandwiches']",1
"['Delis', 'Beer, Wine & Spirits', 'Convenience Stores']",2
"['Delis', 'Beer, Wine & Spirits', 'Sandwiches']",1
"['Delis', 'Beer, Wine & Spirits']",7
"['Delis', 'Breakfast & Brunch', 'American (Traditional)']",1
"['Delis', 'Breakfast & Brunch', 'Burgers']",1
"['Delis', 'Breakfast & Brunch', 'Cafes']",1
"['Delis', 'Breakfast & Brunch', 'Coffee & Tea']",1
"['Delis', 'Breakfast & Brunch', 'Mexican']",1
"['Delis', 'Breakfast & Brunch', 'Sandwiches']",6
"['Delis', 'Breakfast & Brunch']",2
"['Delis', 'Burgers', 'Sandwiches']",3
"['Delis', 'Burgers']",1
"['Delis', 'Cafes', 'Breakfast & Brunch']",1
"['Delis', 'Cafes', 'Sandwiches']",2
"['Delis', 'Cafes']",4
"['Delis', 'Caterers', 'Mediterranean']",1
"['Delis', 'Caterers']",3
"['Delis', 'Cheese Shops', 'Sandwiches']",1
"['Delis', 'Cheesesteaks', 'Breakfast & Brunch']",1
"['Delis', 'Cheesesteaks', 'Sandwiches']",1
"['Delis', 'Chinese', 'Chicken Wings']",1
"['Delis', 'Coffee & Tea', 'American (Traditional)']",1
"['Delis', 'Coffee & Tea', 'Bagels']",1
"['Delis', 'Coffee & Tea', 'Breakfast & Brunch']",1
"['Delis', 'Coffee & Tea', 'Burgers']",1
"['Delis', 'Coffee & Tea', 'Cafes']",1
"['Delis', 'Coffee & Tea', 'Caterers']",1
"['Delis', 'Coffee & Tea', 'Convenience Stores']",1
"['Delis', 'Coffee & Tea', 'Gluten-Free']",1
"['Delis', 'Coffee & Tea', 'International Grocery']",1
"['Delis', 'Coffee & Tea', 'Italian']",1
"['Delis', 'Coffee & Tea', 'Pizza']",1
"['Delis', 'Coffee & Tea', 'Sandwiches']",1
"['Delis', 'Coffee & Tea', 'Vietnamese']",1
"['Delis', 'Coffee & Tea']",4
"['Delis', 'Convenience Stores', 'Beer, Wine & Spirits']",1
"['Delis', 'Convenience Stores']",6
"['Delis', 'Desserts', 'Sandwiches']",1
"['Delis', 'Dim Sum', 'Bakeries']",1
"['Delis', 'Diners', 'Breakfast & Brunch']",1
"['Delis', 'Diners']",1
"['Delis', 'Donuts', 'Breakfast & Brunch']",1
"['Delis', 'Donuts', 'Chinese']",1
"['Delis', 'Donuts']",1
"['Delis', 'Empanadas', 'Coffee & Tea']",1
"['Delis', 'Fast Food', 'Sandwiches']",1
"['Delis', 'French', 'Breakfast & Brunch']",1
"['Delis', 'Gelato', 'Sandwiches']",1
"['Delis', 'German', 'British']",1
"['Delis', 'German', 'Sandwiches']",1
"['Delis', 'Greek', 'Sandwiches']",1
"['Delis', 'Greek']",1
"['Delis', 'Grocery', 'Barbeque']",1
"['Delis', 'Grocery', 'Beer, Wine & Spirits']",1
"['Delis', 'Grocery', 'Caterers']",1
"['Delis', 'Grocery', 'Coffee & Tea']",1
"['Delis', 'Grocery', 'Convenience Stores']",1
"['Delis', 'Grocery', 'Sandwiches']",1
"['Delis', 'Grocery']",7
"['Delis', 'Halal', 'American (New)']",1
"['Delis', 'Hot Dogs', 'Sandwiches']",1
"['Delis', 'International Grocery', 'Scandinavian']",1
"['Delis', 'International Grocery']",2
"['Delis', 'Italian', 'Beer Bar']",1
"['Delis', 'Italian', 'Breakfast & Brunch']",2
"['Delis', 'Italian', 'Caterers']",1
"['Delis', 'Italian', 'Sandwiches']",6
"['Delis', 'Italian']",3
"['Delis', 'Juice Bars & Smoothies', 'Sandwiches']",2
"['Delis', 'Korean']",3
"['Delis', 'Meat Shops', 'Coffee & Tea']",1
"['Delis', 'Meat Shops', 'Grocery']",1
"['Delis', 'Meat Shops', 'International Grocery']",1
"['Delis', 'Meat Shops', 'Sandwiches']",3
"['Delis', 'Mediterranean', 'Middle Eastern']",1
"['Delis', 'Mexican', 'Bagels']",1
"['Delis', 'Mexican', 'Sandwiches']",1
"['Delis', 'Mexican']",2
"['Delis', 'Middle Eastern']",1
"['Delis', 'Pubs', 'Sandwiches']",1
"['Delis', 'Russian']",2
"['Delis', 'Salad', 'Sandwiches']",3
"['Delis', 'Sandwiches', 'American (Traditional)']",1
"['Delis', 'Sandwiches', 'Asian Fusion']",1
"['Delis', 'Sandwiches', 'Bagels']",2
"['Delis', 'Sandwiches', 'Beer, Wine & Spirits']",1
"['Delis', 'Sandwiches', 'Breakfast & Brunch']",10
"['Delis', 'Sandwiches', 'Caterers']",1
"['Delis', 'Sandwiches', 'Cheese Shops']",1
"['Delis', 'Sandwiches', 'Coffee & Tea']",2
"['Delis', 'Sandwiches', 'Desserts']",1
"['Delis', 'Sandwiches', 'Food']",1
"['Delis', 'Sandwiches', 'Gluten-Free']",1
"['Delis', 'Sandwiches', 'Grocery']",2
"['Delis', 'Sandwiches', 'Italian']",4
"['Delis', 'Sandwiches', 'Salad']",6
"['Delis', 'Sandwiches', 'Soup']",2
"['Delis', 'Sandwiches']",44
"['Delis', 'Seafood', 'Ice Cream & Frozen Yogurt']",1
"['Delis', 'Specialty Food']",2
"['Delis', 'Vegetarian', 'Sandwiches']",1
"['Delis', 'Wine Bars', 'Breakfast & Brunch']",1
"['Delis', 'Wine Bars']",1
['Delis'],96
"['Department Stores', 'Cosmetics & Beauty Supply', 'Sandwiches']",1
"['Desserts', 'American (New)', 'Cocktail Bars']",1
"['Desserts', 'American (New)', 'Seafood']",1
"['Desserts', 'American (New)']",1
"['Desserts', 'American (Traditional)', 'Diners']",1
"['Desserts', 'American (Traditional)']",1
"['Desserts', 'Argentine', 'Coffee & Tea']",1
"['Desserts', 'Asian Fusion']",1
"['Desserts', 'Bakeries', 'Sandwiches']",1
"['Desserts', 'Breakfast & Brunch', 'American (Traditional)']",1
"['Desserts', 'Breakfast & Brunch']",1
"['Desserts', 'Bubble Tea', 'Chinese']",1
"['Desserts', 'Bubble Tea', 'Ramen']",1
"['Desserts', 'Burgers', 'Barbeque']",1
"['Desserts', 'Cafes', 'Breakfast & Brunch']",1
"['Desserts', 'Cafes', 'Chinese']",1
"['Desserts', 'Cafes', 'Tea Rooms']",1
"['Desserts', 'Cafes']",3
"['Desserts', 'Cantonese', 'Creperies']",1
"['Desserts', 'Chinese', 'Noodles']",1
"['Desserts', 'Chinese']",1
"['Desserts', 'Chocolatiers & Shops', 'Gluten-Free']",1
"['Desserts', 'Coffee & Tea', 'Breakfast & Brunch']",1
"['Desserts', 'Coffee & Tea', 'Hong Kong Style Cafe']",1
"['Desserts', 'Coffee & Tea', 'Sandwiches']",3
"['Desserts', 'Coffee & Tea', 'Vegetarian']",1
"['Desserts', 'Coffee & Tea', 'Vietnamese']",1
"['Desserts', 'Creperies', 'Fruits & Veggies']",1
"['Desserts', 'Creperies', 'Ice Cream & Frozen Yogurt']",1
"['Desserts', 'Creperies']",3
"['Desserts', 'Delis', 'Bakeries']",1
"['Desserts', 'Dim Sum']",1
"['Desserts', 'Fast Food', 'Vegetarian']",2
"['Desserts', 'Food Stands']",9
"['Desserts', 'Food Trucks', 'Mexican']",2
"['Desserts', 'Food Trucks', 'Waffles']",1
"['Desserts', 'Gelato', 'Cafes']",1
"['Desserts', 'Gluten-Free', 'Food Stands']",1
"['Desserts', 'Gluten-Free', 'Live/Raw Food']",1
"['Desserts', 'Gluten-Free']",2
"['Desserts', 'Ice Cream & Frozen Yogurt', 'American (Traditional)']",1
